0.00746822;3.23529
0.0136194;3.23529
0.0197706;2.76471
0.0259218;3.31373
0.032073;3.29412
0.0382242;2.72549
0.0443754;3.05882
0.0505266;3.23529
0.0566778;2.96078
0.062829;2.80392
0.0689802;3.47059
0.0751314;3.15686
0.0812826;2.23529
0.0874338;3.29412
0.093585;3.43137
0.0997362;2.60784
0.105887;2.82353
0.112039;3.29412
0.118237;2.78431
0.124436;2.56863
0.130635;3.33333
0.136834;2.96078
0.143033;2.17647
0.149232;3.35294
0.155431;2.88235
0.16163;2.43137
0.167829;2.56863
0.174027;3
0.180226;2.54902
0.186425;2.37255
0.192624;3.07843
0.198823;3.07843
0.205022;2.15686
0.211221;2.96078
0.21742;2.96078
0.223619;2.2549
0.229817;2.58824
0.236016;2.60784
0.242215;1.98039
0.248414;2.58824
0.254613;2.33333
0.260812;1.76471
0.267011;1.70588
0.27321;2.09804
0.279408;1.62745
0.285607;2.41176
0.291806;2.70588
0.298005;2.4902
0.304204;2.45098
0.310403;3.29412
0.316602;3.29412
0.322801;3.05882
0.329;3.41176
0.335198;2.86275
0.341397;2.64706
0.347596;3.19608
0.353795;3.19608
0.359994;2.47059
0.366193;3.33333
0.372392;3.09804
0.378591;2.33333
0.384789;3.41176
0.390988;3.52941
0.397187;2.39216
0.403386;1.92157
0.409585;0.156863
0.415784;0.117647
0.421983;0.196078
0.428194;0.254902
0.434418;0.784314
0.440641;2.4902
0.446865;3.19608
0.453089;2.7451
0.459312;2.86275
0.465536;3.2549
0.47176;2.60784
0.477983;2.5098
0.484207;3.21569
0.490431;2.56863
0.496655;2.58824
0.502878;3.05882
0.509102;2.45098
0.515326;2.13725
0.521549;3.05882
0.527773;2.76471
0.533997;2.01961
0.54022;2.68627
0.546444;2.68627
0.552668;1.96078
0.558891;2.23529
0.565115;2.54902
0.571339;2.21569
0.577562;1.82353
0.583786;2.4902
0.59001;2.19608
0.596233;1.27451
0.602457;2.03922
0.608681;1.98039
0.614904;1.21569
0.621128;0.960784
0.627352;1.47059
0.633575;1.2549
0.639799;0.686275
0.646023;1.21569
0.652246;0.901961
0.65847;0.156863
0.664694;1.17647
0.670918;1.11765
0.677141;0.686275
0.683365;1.09804
0.689589;1.80392
0.695812;1.72549
0.702036;1.96078
0.70826;2.96078
0.714483;3.05882
0.720707;2.76471
0.726931;3.92157
0.733154;4.21569
0.739378;3.66667
0.745533;4.62745
0.751688;4.35294
0.757843;3.60784
0.763998;4.19608
0.770153;4.45098
0.776308;3.94118
0.782463;4.35294
0.788618;4.05882
0.794773;2.90196
0.800928;3.62745
0.807083;3.90196
0.813238;3.17647
0.819393;2.92157
0.825548;3.62745
0.831703;3.13725
0.837858;3.11765
0.844013;3.29412
0.850168;3
0.856323;2.54902
0.862478;3.47059
0.868633;2.76471
0.874788;2.54902
0.880943;3.13725
0.887098;2.92157
0.893253;2.5098
0.899408;3.15686
0.905563;2.96078
0.911718;2.33333
0.917873;3.2549
0.924028;3.17647
0.930183;2.17647
0.936338;2.90196
0.942493;3.05882
0.948648;2.41176
0.954803;3.23529
0.960958;3.31373
0.967113;2.45098
0.973269;2.98039
0.979424;3.17647
0.985579;2.84314
0.991734;2.68627
0.997889;3.09804
1.00404;2.4902
1.0102;2.66667
1.01635;3.05882
1.02251;2.66667
1.02866;2.45098
1.03482;3.5098
1.04097;3.21569
1.04713;2.15686
1.05328;2.94118
1.0595;2.90196
1.06571;1.98039
1.07192;2.21569
1.07813;2.76471
1.08434;2.11765
1.09056;1.47059
1.09677;2.7451
1.10298;2.47059
1.10919;1.72549
1.11541;2.58824
1.12162;2.7451
1.12783;2.39216
1.13404;2.66667
1.14025;3.27451
1.14647;3.21569
1.15268;2.84314
1.15889;3.64706
1.1651;3.29412
1.17132;2.7451
1.17753;3.39216
1.18374;3.52941
1.18995;2.72549
1.19617;3.05882
1.20238;3.52941
1.20859;3
1.2148;2.66667
1.22101;3.33333
1.22723;3.33333
1.23344;2.7451
1.23965;2.78431
1.24586;1.47059
1.25208;0.0980392
1.25829;0.176471
1.2645;0.0588235
1.27071;0.176471
1.27692;1.92157
1.28314;3.2549
1.28935;2.72549
1.29556;3.41176
1.30177;3.01961
1.30799;2.2549
1.3142;2.7451
1.32041;3.01961
1.32662;2.39216
1.33283;2.90196
1.33905;2.90196
1.34526;2.39216
1.35147;2.37255
1.35768;2.84314
1.3639;2.4902
1.3701;2.35294
1.37628;2.45098
1.38247;2.07843
1.38866;1.82353
1.39485;2.52941
1.40103;2.15686
1.40722;1.52941
1.41341;2.37255
1.41959;1.82353
1.42578;1.43137
1.43197;2.07843
1.43816;1.78431
1.44434;0.862745
1.45053;1.45098
1.45672;1.23529
1.46291;0.607843
1.46909;1.23529
1.47528;1.05882
1.48147;0.588235
1.48766;0.980392
1.49384;1.05882
1.50003;0.392157
1.50622;1.27451
1.51241;1.72549
1.51859;1.4902
1.52478;1.84314
1.53097;2.68627
1.53716;2.96078
1.54334;2.64706
1.54953;3.7451
1.55572;3.7451
1.56191;3.29412
1.56809;4.19608
1.57428;4.41176
1.58047;4.05882
1.58666;3.96078
1.59284;4.15686
1.59903;4.07843
1.60522;3.35294
1.61141;4.17647
1.61759;3.72549
1.62378;2.84314
1.62997;3.58824
1.63616;3.84314
1.64234;3.2549
1.64853;3.35294
1.65472;3.29412
1.6609;3.03922
1.66709;2.5098
1.67328;3.31373
1.67947;3.05882
1.68564;2.27451
1.69182;3.13725
1.698;2.82353
1.70417;2.2549
1.71035;3.37255
1.71652;3.11765
1.7227;2.23529
1.72888;2.76471
1.73505;2.80392
1.74123;2.13725
1.7474;2.84314
1.75358;2.90196
1.75976;2.09804
1.76593;2.54902
1.77211;2.98039
1.77828;2.47059
1.78446;2.5098
1.79064;2.82353
1.79681;2.45098
1.80299;2.43137
1.80916;2.98039
1.81534;2.7451
1.82152;2.15686
1.82769;2.98039
1.83387;2.62745
1.84004;2.5098
1.84622;3.17647
1.8524;2.90196
1.85857;2.15686
1.86475;3.03922
1.87092;2.60784
1.8771;2.45098
1.88328;3.43137
1.88945;3.21569
1.89563;2.4902
1.9018;3.37255
1.90798;3.2549
1.91416;2.82353
1.92033;3.35294
1.92651;3.15686
1.93268;2.2549
1.93886;2.80392
1.94503;3.21569
1.95121;2.64706
1.95739;2.96078
1.96356;3.03922
